RaceID,Year,Driver,Team,QualiPos,RacePos
BahrainGrandPrix2022,2022,stroll,aston_martin,19,12
BahrainGrandPrix2022,2022,latifi,williams,20,16
SaudiArabianGrandPrix2022,2022,perez,red_bull,1,4
SaudiArabianGrandPrix2022,2022,leclerc,ferrari,2,2
SaudiArabianGrandPrix2022,2022,sainz,ferrari,3,3
SaudiArabianGrandPrix2022,2022,max_verstappen,red_bull,4,1
SaudiArabianGrandPrix2022,2022,ocon,alpine,5,6
SaudiArabianGrandPrix2022,2022,russell,mercedes,6,5
SaudiArabianGrandPrix2022,2022,alonso,alpine,7,16
SaudiArabianGrandPrix2022,2022,bottas,alfa,8,15
SaudiArabianGrandPrix2022,2022,gasly,alphatauri,9,8
SaudiArabianGrandPrix2022,2022,kevin_magnussen,haas,10,9
SaudiArabianGrandPrix2022,2022,norris,mclaren,11,7
SaudiArabianGrandPrix2022,2022,ricciardo,mclaren,12,17
SaudiArabianGrandPrix2022,2022,zhou,alfa,13,11
SaudiArabianGrandPrix2022,2022,mick_schumacher,haas,14,-1
SaudiArabianGrandPrix2022,2022,stroll,aston_martin,15,13
SaudiArabianGrandPrix2022,2022,hamilton,mercedes,16,10
SaudiArabianGrandPrix2022,2022,albon,williams,17,14
SaudiArabianGrandPrix2022,2022,hulkenberg,aston_martin,18,12
SaudiArabianGrandPrix2022,2022,latifi,williams,19,18
SaudiArabianGrandPrix2022,2022,tsunoda,alphatauri,20,19
AustralianGrandPrix2022,2022,leclerc,ferrari,1,1
AustralianGrandPrix2022,2022,max_verstappen,red_bull,2,18
AustralianGrandPrix2022,2022,perez,red_bull,3,2
AustralianGrandPrix2022,2022,norris,mclaren,4,5
AustralianGrandPrix2022,2022,hamilton,mercedes,5,4
AustralianGrandPrix2022,2022,russell,mercedes,6,3
AustralianGrandPrix2022,2022,ricciardo,mclaren,7,6
AustralianGrandPrix2022,2022,ocon,alpine,8,7
AustralianGrandPrix2022,2022,sainz,ferrari,9,20
AustralianGrandPrix2022,2022,alonso,alpine,10,17
AustralianGrandPrix2022,2022,gasly,alphatauri,11,9
AustralianGrandPrix2022,2022,bottas,alfa,12,8
AustralianGrandPrix2022,2022,tsunoda,alphatauri,13,15
AustralianGrandPrix2022,2022,zhou,alfa,14,11
AustralianGrandPrix2022,2022,mick_schumacher,haas,15,13
AustralianGrandPrix2022,2022,albon,williams,16,10
AustralianGrandPrix2022,2022,kevin_magnussen,haas,17,14
AustralianGrandPrix2022,2022,vettel,aston_martin,18,19
AustralianGrandPrix2022,2022,latifi,williams,19,16
AustralianGrandPrix2022,2022,stroll,aston_martin,20,12
EmiliaRomagnaGrandPrix2022,2022,max_verstappen,red_bull,1,1
EmiliaRomagnaGrandPrix2022,2022,leclerc,ferrari,2,6
EmiliaRomagnaGrandPrix2022,2022,norris,mclaren,3,3
EmiliaRomagnaGrandPrix2022,2022,kevin_magnussen,haas,4,9
EmiliaRomagnaGrandPrix2022,2022,alonso,alpine,5,19
EmiliaRomagnaGrandPrix2022,2022,ricciardo,mclaren,6,18
EmiliaRomagnaGrandPrix2022,2022,perez,red_bull,7,2
EmiliaRomagnaGrandPrix2022,2022,bottas,alfa,8,5
EmiliaRomagnaGrandPrix2022,2022,vettel,aston_martin,9,8
EmiliaRomagnaGrandPrix2022,2022,sainz,ferrari,10,20
EmiliaRomagnaGrandPrix2022,2022,russell,mercedes,11,4
EmiliaRomagnaGrandPrix2022,2022,mick_schumacher,haas,12,17
EmiliaRomagnaGrandPrix2022,2022,hamilton,mercedes,13,13
EmiliaRomagnaGrandPrix2022,2022,zhou,alfa,14,15
EmiliaRomagnaGrandPrix2022,2022,stroll,aston_martin,15,10
EmiliaRomagnaGrandPrix2022,2022,tsunoda,alphatauri,16,7
EmiliaRomagnaGrandPrix2022,2022,gasly,alphatauri,17,12
EmiliaRomagnaGrandPrix2022,2022,latifi,williams,18,16
EmiliaRomagnaGrandPrix2022,2022,ocon,alpine,19,14
EmiliaRomagnaGrandPrix2022,2022,albon,williams,20,11
MiamiGrandPrix2022,2022,leclerc,ferrari,1,2
MiamiGrandPrix2022,2022,sainz,ferrari,2,3
MiamiGrandPrix2022,2022,max_verstappen,red_bull,3,1
MiamiGrandPrix2022,2022,perez,red_bull,4,4
MiamiGrandPrix2022,2022,bottas,alfa,5,7
MiamiGrandPrix2022,2022,hamilton,mercedes,6,6
MiamiGrandPrix2022,2022,gasly,alphatauri,7,18
MiamiGrandPrix2022,2022,norris,mclaren,8,19
MiamiGrandPrix2022,2022,tsunoda,alphatauri,9,12
MiamiGrandPrix2022,2022,stroll,aston_martin,10,10
MiamiGrandPrix2022,2022,alonso,alpine,11,11
MiamiGrandPrix2022,2022,russell,mercedes,12,5
MiamiGrandPrix2022,2022,vettel,aston_martin,13,17
MiamiGrandPrix2022,2022,ricciardo,mclaren,14,13
MiamiGrandPrix2022,2022,mick_schumacher,haas,15,15
MiamiGrandPrix2022,2022,kevin_magnussen,haas,16,16
MiamiGrandPrix2022,2022,zhou,alfa,17,20
MiamiGrandPrix2022,2022,albon,williams,18,9
MiamiGrandPrix2022,2022,latifi,williams,19,14
MiamiGrandPrix2022,2022,ocon,alpine,20,8
SpanishGrandPrix2022,2022,leclerc,ferrari,1,20
SpanishGrandPrix2022,2022,max_verstappen,red_bull,2,1
SpanishGrandPrix2022,2022,sainz,ferrari,3,4
SpanishGrandPrix2022,2022,russell,mercedes,4,3
SpanishGrandPrix2022,2022,perez,red_bull,5,2
SpanishGrandPrix2022,2022,hamilton,mercedes,6,5
SpanishGrandPrix2022,2022,bottas,alfa,7,6
SpanishGrandPrix2022,2022,kevin_magnussen,haas,8,17
SpanishGrandPrix2022,2022,ricciardo,mclaren,9,12
SpanishGrandPrix2022,2022,mick_schumacher,haas,10,14
SpanishGrandPrix2022,2022,norris,mclaren,11,8
SpanishGrandPrix2022,2022,ocon,alpine,12,7
SpanishGrandPrix2022,2022,tsunoda,alphatauri,13,10
SpanishGrandPrix2022,2022,gasly,alphatauri,14,13
SpanishGrandPrix2022,2022,zhou,alfa,15,19
SpanishGrandPrix2022,2022,vettel,aston_martin,16,11
SpanishGrandPrix2022,2022,alonso,alpine,17,9
SpanishGrandPrix2022,2022,stroll,aston_martin,18,15
SpanishGrandPrix2022,2022,albon,williams,19,18
SpanishGrandPrix2022,2022,latifi,williams,20,16
MonacoGrandPrix2022,2022,leclerc,ferrari,1,4
MonacoGrandPrix2022,2022,sainz,ferrari,2,2
MonacoGrandPrix2022,2022,perez,red_bull,3,1
MonacoGrandPrix2022,2022,max_verstappen,red_bull,4,3
MonacoGrandPrix2022,2022,norris,mclaren,5,6
MonacoGrandPrix2022,2022,russell,mercedes,6,5
MonacoGrandPrix2022,2022,alonso,alpine,7,7
MonacoGrandPrix2022,2022,hamilton,mercedes,8,8
MonacoGrandPrix2022,2022,vettel,aston_martin,9,10
MonacoGrandPrix2022,2022,ocon,alpine,10,12
MonacoGrandPrix2022,2022,tsunoda,alphatauri,11,17
MonacoGrandPrix2022,2022,bottas,alfa,12,9
MonacoGrandPrix2022,2022,kevin_magnussen,haas,13,20
MonacoGrandPrix2022,2022,ricciardo,mclaren,14,13
MonacoGrandPrix2022,2022,mick_schumacher,haas,15,19
MonacoGrandPrix2022,2022,albon,williams,16,18
MonacoGrandPrix2022,2022,gasly,alphatauri,17,11
MonacoGrandPrix2022,2022,stroll,aston_martin,18,14
MonacoGrandPrix2022,2022,latifi,williams,19,15
MonacoGrandPrix2022,2022,zhou,alfa,20,16
AzerbaijanGrandPrix2022,2022,leclerc,ferrari,1,19
AzerbaijanGrandPrix2022,2022,perez,red_bull,2,2
AzerbaijanGrandPrix2022,2022,max_verstappen,red_bull,3,1
AzerbaijanGrandPrix2022,2022,sainz,ferrari,4,20
AzerbaijanGrandPrix2022,2022,russell,mercedes,5,3
AzerbaijanGrandPrix2022,2022,gasly,alphatauri,6,5
AzerbaijanGrandPrix2022,2022,hamilton,mercedes,7,4
AzerbaijanGrandPrix2022,2022,tsunoda,alphatauri,8,13
AzerbaijanGrandPrix2022,2022,vettel,aston_martin,9,6
AzerbaijanGrandPrix2022,2022,alonso,alpine,10,7
AzerbaijanGrandPrix2022,2022,norris,mclaren,11,9
AzerbaijanGrandPrix2022,2022,ricciardo,mclaren,12,8
AzerbaijanGrandPrix2022,2022,ocon,alpine,13,10
AzerbaijanGrandPrix2022,2022,zhou,alfa,14,18
AzerbaijanGrandPrix2022,2022,bottas,alfa,15,11
AzerbaijanGrandPrix2022,2022,kevin_magnussen,haas,16,17
AzerbaijanGrandPrix2022,2022,albon,williams,17,12
AzerbaijanGrandPrix2022,2022,latifi,williams,18,15
AzerbaijanGrandPrix2022,2022,stroll,aston_martin,19,16
AzerbaijanGrandPrix2022,2022,mick_schumacher,haas,20,14
CanadianGrandPrix2022,2022,max_verstappen,red_bull,1,1
CanadianGrandPrix2022,2022,alonso,alpine,2,9
CanadianGrandPrix2022,2022,sainz,ferrari,3,2
CanadianGrandPrix2022,2022,hamilton,mercedes,4,3
CanadianGrandPrix2022,2022,kevin_magnussen,haas,5,17
CanadianGrandPrix2022,2022,mick_schumacher,haas,6,19
CanadianGrandPrix2022,2022,ocon,alpine,7,6
CanadianGrandPrix2022,2022,russell,mercedes,8,4
CanadianGrandPrix2022,2022,ricciardo,mclaren,9,11
CanadianGrandPrix2022,2022,zhou,alfa,10,8
CanadianGrandPrix2022,2022,bottas,alfa,11,7
CanadianGrandPrix2022,2022,albon,williams,12,13
CanadianGrandPrix2022,2022,perez,red_bull,13,20
CanadianGrandPrix2022,2022,norris,mclaren,14,15
CanadianGrandPrix2022,2022,leclerc,ferrari,15,5
CanadianGrandPrix2022,2022,gasly,alphatauri,16,14
CanadianGrandPrix2022,2022,vettel,aston_martin,17,12
CanadianGrandPrix2022,2022,stroll,aston_martin,18,10
CanadianGrandPrix2022,2022,latifi,williams,19,16
CanadianGrandPrix2022,2022,tsunoda,alphatauri,20,18
BritishGrandPrix2022,2022,sainz,ferrari,1,1
BritishGrandPrix2022,2022,max_verstappen,red_bull,2,7
BritishGrandPrix2022,2022,leclerc,ferrari,3,4
BritishGrandPrix2022,2022,perez,red_bull,4,2
BritishGrandPrix2022,2022,hamilton,mercedes,5,3
BritishGrandPrix2022,2022,norris,mclaren,6,6
BritishGrandPrix2022,2022,alonso,alpine,7,5
BritishGrandPrix2022,2022,russell,mercedes,8,18
BritishGrandPrix2022,2022,zhou,alfa,9,19
BritishGrandPrix2022,2022,latifi,williams,10,12
BritishGrandPrix2022,2022,gasly,alphatauri,11,16
BritishGrandPrix2022,2022,bottas,alfa,12,17
BritishGrandPrix2022,2022,tsunoda,alphatauri,13,14
BritishGrandPrix2022,2022,ricciardo,mclaren,14,13
BritishGrandPrix2022,2022,ocon,alpine,15,15
BritishGrandPrix2022,2022,albon,williams,16,20
BritishGrandPrix2022,2022,kevin_magnussen,haas,17,10
BritishGrandPrix2022,2022,vettel,aston_martin,18,9
BritishGrandPrix2022,2022,mick_schumacher,haas,19,8
BritishGrandPrix2022,2022,stroll,aston_martin,20,11
AustrianGrandPrix2022,2022,max_verstappen,red_bull,1,2
AustrianGrandPrix2022,2022,leclerc,ferrari,2,1
AustrianGrandPrix2022,2022,sainz,ferrari,3,18
AustrianGrandPrix2022,2022,russell,mercedes,4,4
AustrianGrandPrix2022,2022,ocon,alpine,5,5
AustrianGrandPrix2022,2022,kevin_magnussen,haas,6,8
AustrianGrandPrix2022,2022,mick_schumacher,haas,7,6
AustrianGrandPrix2022,2022,alonso,alpine,8,10
AustrianGrandPrix2022,2022,hamilton,mercedes,9,3
AustrianGrandPrix2022,2022,gasly,alphatauri,10,15
AustrianGrandPrix2022,2022,albon,williams,11,12
AustrianGrandPrix2022,2022,bottas,alfa,12,11
AustrianGrandPrix2022,2022,perez,red_bull,13,20
AustrianGrandPrix2022,2022,tsunoda,alphatauri,14,16
AustrianGrandPrix2022,2022,norris,mclaren,15,7
AustrianGrandPrix2022,2022,ricciardo,mclaren,16,9
AustrianGrandPrix2022,2022,stroll,aston_martin,17,13
AustrianGrandPrix2022,2022,zhou,alfa,18,14
AustrianGrandPrix2022,2022,latifi,williams,19,19
AustrianGrandPrix2022,2022,vettel,aston_martin,20,17
FrenchGrandPrix2022,2022,leclerc,ferrari,1,19
FrenchGrandPrix2022,2022,max_verstappen,red_bull,2,1
FrenchGrandPrix2022,2022,perez,red_bull,3,4
FrenchGrandPrix2022,2022,hamilton,mercedes,4,2
FrenchGrandPrix2022,2022,norris,mclaren,5,7
FrenchGrandPrix2022,2022,russell,mercedes,6,3
FrenchGrandPrix2022,2022,alonso,alpine,7,6
FrenchGrandPrix2022,2022,tsunoda,alphatauri,8,20
FrenchGrandPrix2022,2022,sainz,ferrari,9,5
FrenchGrandPrix2022,2022,kevin_magnussen,haas,10,18
FrenchGrandPrix2022,2022,ricciardo,mclaren,11,9
FrenchGrandPrix2022,2022,ocon,alpine,12,8
FrenchGrandPrix2022,2022,bottas,alfa,13,14
FrenchGrandPrix2022,2022,vettel,aston_martin,14,11
FrenchGrandPrix2022,2022,albon,williams,15,13
FrenchGrandPrix2022,2022,gasly,alphatauri,16,12
FrenchGrandPrix2022,2022,stroll,aston_martin,17,10
FrenchGrandPrix2022,2022,zhou,alfa,18,16
FrenchGrandPrix2022,2022,mick_schumacher,haas,19,15
FrenchGrandPrix2022,2022,latifi,williams,20,17
HungarianGrandPrix2022,2022,russell,mercedes,1,3
HungarianGrandPrix2022,2022,sainz,ferrari,2,4
HungarianGrandPrix2022,2022,leclerc,ferrari,3,6
HungarianGrandPrix2022,2022,norris,mclaren,4,7
HungarianGrandPrix2022,2022,ocon,alpine,5,9
HungarianGrandPrix2022,2022,alonso,alpine,6,8
HungarianGrandPrix2022,2022,hamilton,mercedes,7,2
HungarianGrandPrix2022,2022,bottas,alfa,8,20
HungarianGrandPrix2022,2022,ricciardo,mclaren,9,15
HungarianGrandPrix2022,2022,max_verstappen,red_bull,10,1
HungarianGrandPrix2022,2022,perez,red_bull,11,5
HungarianGrandPrix2022,2022,zhou,alfa,12,13
HungarianGrandPrix2022,2022,kevin_magnussen,haas,13,16
HungarianGrandPrix2022,2022,stroll,aston_martin,14,11
HungarianGrandPrix2022,2022,mick_schumacher,haas,15,14
HungarianGrandPrix2022,2022,tsunoda,alphatauri,16,19
HungarianGrandPrix2022,2022,albon,williams,17,17
HungarianGrandPrix2022,2022,vettel,aston_martin,18,10
HungarianGrandPrix2022,2022,gasly,alphatauri,19,12
HungarianGrandPrix2022,2022,latifi,williams,20,18
BelgianGrandPrix2022,2022,max_verstappen,red_bull,1,1
BelgianGrandPrix2022,2022,sainz,ferrari,2,3
BelgianGrandPrix2022,2022,perez,red_bull,3,2
BelgianGrandPrix2022,2022,leclerc,ferrari,4,6
BelgianGrandPrix2022,2022,ocon,alpine,5,7
BelgianGrandPrix2022,2022,alonso,alpine,6,5
BelgianGrandPrix2022,2022,hamilton,mercedes,7,20
BelgianGrandPrix2022,2022,russell,mercedes,8,4
BelgianGrandPrix2022,2022,albon,williams,9,10
BelgianGrandPrix2022,2022,norris,mclaren,10,12
BelgianGrandPrix2022,2022,ricciardo,mclaren,11,15
BelgianGrandPrix2022,2022,gasly,alphatauri,12,9
BelgianGrandPrix2022,2022,zhou,alfa,13,14
BelgianGrandPrix2022,2022,stroll,aston_martin,14,11
BelgianGrandPrix2022,2022,mick_schumacher,haas,15,17
BelgianGrandPrix2022,2022,vettel,aston_martin,16,8
BelgianGrandPrix2022,2022,latifi,williams,17,18
BelgianGrandPrix2022,2022,kevin_magnussen,haas,18,16
BelgianGrandPrix2022,2022,tsunoda,alphatauri,19,13
BelgianGrandPrix2022,2022,bottas,alfa,20,19
DutchGrandPrix2022,2022,max_verstappen,red_bull,1,1
DutchGrandPrix2022,2022,leclerc,ferrari,2,3
DutchGrandPrix2022,2022,sainz,ferrari,3,8
DutchGrandPrix2022,2022,hamilton,mercedes,4,4
DutchGrandPrix2022,2022,perez,red_bull,5,5
DutchGrandPrix2022,2022,russell,mercedes,6,2
DutchGrandPrix2022,2022,norris,mclaren,7,7
DutchGrandPrix2022,2022,mick_schumacher,haas,8,13
DutchGrandPrix2022,2022,tsunoda,alphatauri,9,20
DutchGrandPrix2022,2022,stroll,aston_martin,10,10
DutchGrandPrix2022,2022,gasly,alphatauri,11,11
DutchGrandPrix2022,2022,ocon,alpine,12,9
DutchGrandPrix2022,2022,alonso,alpine,13,6
DutchGrandPrix2022,2022,zhou,alfa,14,16
DutchGrandPrix2022,2022,albon,williams,15,12
DutchGrandPrix2022,2022,bottas,alfa,16,19
DutchGrandPrix2022,2022,ricciardo,mclaren,17,17
DutchGrandPrix2022,2022,kevin_magnussen,haas,18,15
DutchGrandPrix2022,2022,vettel,aston_martin,19,14
DutchGrandPrix2022,2022,latifi,williams,20,18
ItalianGrandPrix2022,2022,leclerc,ferrari,1,2
ItalianGrandPrix2022,2022,max_verstappen,red_bull,2,1
ItalianGrandPrix2022,2022,sainz,ferrari,3,4
ItalianGrandPrix2022,2022,perez,red_bull,4,6
ItalianGrandPrix2022,2022,hamilton,mercedes,5,5
ItalianGrandPrix2022,2022,russell,mercedes,6,3
ItalianGrandPrix2022,2022,norris,mclaren,7,7
ItalianGrandPrix2022,2022,ricciardo,mclaren,8,17
ItalianGrandPrix2022,2022,gasly,alphatauri,9,8
ItalianGrandPrix2022,2022,alonso,alpine,10,19
ItalianGrandPrix2022,2022,ocon,alpine,11,11
ItalianGrandPrix2022,2022,bottas,alfa,12,13
ItalianGrandPrix2022,2022,de_vries,williams,13,9
ItalianGrandPrix2022,2022,zhou,alfa,14,10
ItalianGrandPrix2022,2022,tsunoda,alphatauri,15,14
ItalianGrandPrix2022,2022,latifi,williams,16,15
ItalianGrandPrix2022,2022,vettel,aston_martin,17,20
ItalianGrandPrix2022,2022,stroll,aston_martin,18,18
ItalianGrandPrix2022,2022,kevin_magnussen,haas,19,16
ItalianGrandPrix2022,2022,mick_schumacher,haas,20,12
SingaporeGrandPrix2022,2022,leclerc,ferrari,1,2
SingaporeGrandPrix2022,2022,perez,red_bull,2,1
SingaporeGrandPrix2022,2022,hamilton,mercedes,3,9
SingaporeGrandPrix2022,2022,sainz,ferrari,4,3
SingaporeGrandPrix2022,2022,alonso,alpine,5,18
SingaporeGrandPrix2022,2022,norris,mclaren,6,4
SingaporeGrandPrix2022,2022,gasly,alphatauri,7,10
SingaporeGrandPrix2022,2022,max_verstappen,red_bull,8,7
SingaporeGrandPrix2022,2022,kevin_magnussen,haas,9,12
SingaporeGrandPrix2022,2022,tsunoda,alphatauri,10,15
SingaporeGrandPrix2022,2022,russell,mercedes,11,14
SingaporeGrandPrix2022,2022,stroll,aston_martin,12,6
SingaporeGrandPrix2022,2022,mick_schumacher,haas,13,13
SingaporeGrandPrix2022,2022,vettel,aston_martin,14,8
SingaporeGrandPrix2022,2022,zhou,alfa,15,20
SingaporeGrandPrix2022,2022,bottas,alfa,16,11
SingaporeGrandPrix2022,2022,ricciardo,mclaren,17,5
SingaporeGrandPrix2022,2022,ocon,alpine,18,16
SingaporeGrandPrix2022,2022,albon,williams,19,17
SingaporeGrandPrix2022,2022,latifi,williams,20,19
JapaneseGrandPrix2022,2022,max_verstappen,red_bull,1,1
JapaneseGrandPrix2022,2022,leclerc,ferrari,2,3
JapaneseGrandPrix2022,2022,sainz,ferrari,3,19
JapaneseGrandPrix2022,2022,perez,red_bull,4,2
JapaneseGrandPrix2022,2022,ocon,alpine,5,4
JapaneseGrandPrix2022,2022,hamilton,mercedes,6,5
JapaneseGrandPrix2022,2022,alonso,alpine,7,7
JapaneseGrandPrix2022,2022,russell,mercedes,8,8
JapaneseGrandPrix2022,2022,vettel,aston_martin,9,6
JapaneseGrandPrix2022,2022,norris,mclaren,10,10
JapaneseGrandPrix2022,2022,ricciardo,mclaren,11,11
JapaneseGrandPrix2022,2022,bottas,alfa,12,15
JapaneseGrandPrix2022,2022,tsunoda,alphatauri,13,13
JapaneseGrandPrix2022,2022,zhou,alfa,14,16
JapaneseGrandPrix2022,2022,mick_schumacher,haas,15,17
JapaneseGrandPrix2022,2022,albon,williams,16,20
JapaneseGrandPrix2022,2022,gasly,alphatauri,17,18
JapaneseGrandPrix2022,2022,kevin_magnussen,haas,18,14
JapaneseGrandPrix2022,2022,stroll,aston_martin,19,12
JapaneseGrandPrix2022,2022,latifi,williams,20,9
UnitedStatesGrandPrix2022,2022,sainz,ferrari,1,20
UnitedStatesGrandPrix2022,2022,leclerc,ferrari,2,3
UnitedStatesGrandPrix2022,2022,max_verstappen,red_bull,3,1
UnitedStatesGrandPrix2022,2022,perez,red_bull,4,4
UnitedStatesGrandPrix2022,2022,hamilton,mercedes,5,2
UnitedStatesGrandPrix2022,2022,russell,mercedes,6,5
UnitedStatesGrandPrix2022,2022,stroll,aston_martin,7,18
UnitedStatesGrandPrix2022,2022,norris,mclaren,8,6
UnitedStatesGrandPrix2022,2022,alonso,alpine,9,7
UnitedStatesGrandPrix2022,2022,bottas,alfa,10,19
UnitedStatesGrandPrix2022,2022,albon,williams,11,13
UnitedStatesGrandPrix2022,2022,vettel,aston_martin,12,8
UnitedStatesGrandPrix2022,2022,gasly,alphatauri,13,14
UnitedStatesGrandPrix2022,2022,zhou,alfa,14,12
UnitedStatesGrandPrix2022,2022,tsunoda,alphatauri,15,10
UnitedStatesGrandPrix2022,2022,kevin_magnussen,haas,16,9
UnitedStatesGrandPrix2022,2022,ricciardo,mclaren,17,16
UnitedStatesGrandPrix2022,2022,ocon,alpine,18,11
UnitedStatesGrandPrix2022,2022,mick_schumacher,haas,19,15
UnitedStatesGrandPrix2022,2022,latifi,williams,20,17
MexicoCityGrandPrix2022,2022,max_verstappen,red_bull,1,1
MexicoCityGrandPrix2022,2022,russell,mercedes,2,4
MexicoCityGrandPrix2022,2022,hamilton,mercedes,3,2
MexicoCityGrandPrix2022,2022,perez,red_bull,4,3
MexicoCityGrandPrix2022,2022,sainz,ferrari,5,5
MexicoCityGrandPrix2022,2022,bottas,alfa,6,10
MexicoCityGrandPrix2022,2022,leclerc,ferrari,7,6
MexicoCityGrandPrix2022,2022,norris,mclaren,8,9
MexicoCityGrandPrix2022,2022,alonso,alpine,9,19
MexicoCityGrandPrix2022,2022,ocon,alpine,10,8
MexicoCityGrandPrix2022,2022,ricciardo,mclaren,11,7
MexicoCityGrandPrix2022,2022,zhou,alfa,12,13
MexicoCityGrandPrix2022,2022,tsunoda,alphatauri,13,20
MexicoCityGrandPrix2022,2022,gasly,alphatauri,14,11
MexicoCityGrandPrix2022,2022,kevin_magnussen,haas,15,17
MexicoCityGrandPrix2022,2022,mick_schumacher,haas,16,16
MexicoCityGrandPrix2022,2022,vettel,aston_martin,17,14
MexicoCityGrandPrix2022,2022,stroll,aston_martin,18,15
MexicoCityGrandPrix2022,2022,albon,williams,19,12
MexicoCityGrandPrix2022,2022,latifi,williams,20,18
SãoPauloGrandPrix2022,2022,kevin_magnussen,haas,1,19
SãoPauloGrandPrix2022,2022,max_verstappen,red_bull,2,6
SãoPauloGrandPrix2022,2022,russell,mercedes,3,1
SãoPauloGrandPrix2022,2022,norris,mclaren,4,18
SãoPauloGrandPrix2022,2022,sainz,ferrari,5,3
SãoPauloGrandPrix2022,2022,ocon,alpine,6,8
SãoPauloGrandPrix2022,2022,alonso,alpine,7,5
SãoPauloGrandPrix2022,2022,hamilton,mercedes,8,2
SãoPauloGrandPrix2022,2022,perez,red_bull,9,7
SãoPauloGrandPrix2022,2022,leclerc,ferrari,10,4
SãoPauloGrandPrix2022,2022,albon,williams,11,15
SãoPauloGrandPrix2022,2022,gasly,alphatauri,12,14
SãoPauloGrandPrix2022,2022,vettel,aston_martin,13,11
SãoPauloGrandPrix2022,2022,ricciardo,mclaren,14,20
SãoPauloGrandPrix2022,2022,stroll,aston_martin,15,10
SãoPauloGrandPrix2022,2022,latifi,williams,16,16
SãoPauloGrandPrix2022,2022,zhou,alfa,17,12
SãoPauloGrandPrix2022,2022,bottas,alfa,18,9
SãoPauloGrandPrix2022,2022,tsunoda,alphatauri,19,17
SãoPauloGrandPrix2022,2022,mick_schumacher,haas,20,13
AbuDhabiGrandPrix2022,2022,max_verstappen,red_bull,1,1
AbuDhabiGrandPrix2022,2022,perez,red_bull,2,3
AbuDhabiGrandPrix2022,2022,leclerc,ferrari,3,2
AbuDhabiGrandPrix2022,2022,sainz,ferrari,4,4
AbuDhabiGrandPrix2022,2022,hamilton,mercedes,5,18
AbuDhabiGrandPrix2022,2022,russell,mercedes,6,5
AbuDhabiGrandPrix2022,2022,norris,mclaren,7,6
AbuDhabiGrandPrix2022,2022,ocon,alpine,8,7
AbuDhabiGrandPrix2022,2022,vettel,aston_martin,9,10
AbuDhabiGrandPrix2022,2022,ricciardo,mclaren,10,9
AbuDhabiGrandPrix2022,2022,alonso,alpine,11,20
AbuDhabiGrandPrix2022,2022,tsunoda,alphatauri,12,11
AbuDhabiGrandPrix2022,2022,mick_schumacher,haas,13,16
AbuDhabiGrandPrix2022,2022,stroll,aston_martin,14,8
AbuDhabiGrandPrix2022,2022,zhou,alfa,15,12
AbuDhabiGrandPrix2022,2022,kevin_magnussen,haas,16,17
AbuDhabiGrandPrix2022,2022,gasly,alphatauri,17,14
AbuDhabiGrandPrix2022,2022,bottas,alfa,18,15
AbuDhabiGrandPrix2022,2022,albon,williams,19,13
AbuDhabiGrandPrix2022,2022,latifi,williams,20,19
